MJJCLBGC_00001	COG0527	[E] Aspartokinases     
MJJCLBGC_02495	COG4237	[C] Hydrogenase 4 membrane component (E) 
MJJCLBGC_02496	COG0651	[CP] Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter,
MJJCLBGC_02497	COG3261	[C] Ni,Fe-hydrogenase III large subunit  
MJJCLBGC_02498	COG1143	[C] Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23
MJJCLBGC_02499	COG3260	[C] Ni,Fe-hydrogenase III small subunit  
MJJCLBGC_02500	ROG4904	
MJJCLBGC_02501	COG3604	[KT] Transcriptional regulator containing GAF, AAA-type ATPase,
MJJCLBGC_02502	COG2116	[P] Formate/nitrite family of transporters  
MJJCLBGC_02503	COG0628	[R] Predicted permease    
MJJCLBGC_02504	COG4783	[R] Putative Zn-dependent protease, contains TPR repeats
MJJCLBGC_02505	COG1393	[P] Arsenate reductase and related proteins, glutaredoxin
MJJCLBGC_02507	COG2233	[F] Xanthine/uracil permeases    
MJJCLBGC_02508	COG0035	[F] Uracil phosphoribosyltransferase    
MJJCLBGC_02509	COG0150	[F] Phosphoribosylaminoimidazole (AIR) synthetase   
MJJCLBGC_02510	COG0299	[F] Folate-dependent phosphoribosylglycinamide formyltransferase PurN  
MJJCLBGC_02511	COG0855	[P] Polyphosphate kinase    
MJJCLBGC_02512	COG0248	[FP] Exopolyphosphatase     
MJJCLBGC_02513	COG2200	[T] FOG: EAL domain   
MJJCLBGC_02516	ROG1949	
MJJCLBGC_02518	COG0519	[F] GMP synthase, PP-ATPase domain/subunit  
MJJCLBGC_02519	COG0516	[F] IMP dehydrogenase/GMP reductase   
MJJCLBGC_02520	COG1570	[L] Exonuclease VII, large subunit  
MJJCLBGC_02522	COG1160	[R] Predicted GTPases    
MJJCLBGC_02523	COG1520	[S] FOG: WD40-like repeat   
MJJCLBGC_02524	COG2976	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02525	COG0124	[J] Histidyl-tRNA synthetase    
MJJCLBGC_02526	COG0821	[I] Enzyme involved in the deoxyxylulose pathway
MJJCLBGC_02527	COG1426	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02528	COG0820	[R] Predicted Fe-S-cluster redox enzyme  
MJJCLBGC_02529	COG0105	[F] Nucleoside diphosphate kinase   
MJJCLBGC_02530	COG4953	[M] Membrane carboxypeptidase/penicillin-binding protein PbpC  
MJJCLBGC_02531	COG2373	[R] Large extracellular alpha-helical protein  
MJJCLBGC_02532	COG2897	[P] Rhodanese-related sulfurtransferase    
MJJCLBGC_02533	ROG1492	
MJJCLBGC_02534	COG0260	[E] Leucyl aminopeptidase    
MJJCLBGC_02535	COG2975	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02536	COG0633	[C] Ferredoxin     
MJJCLBGC_02537	COG0443	[O] Molecular chaperone    
MJJCLBGC_02538	COG1076	[O] DnaJ-domain-containing proteins 1   
MJJCLBGC_02539	COG0316	[S] Uncharacterized conserved protein   
MJJCLBGC_02540	COG0822	[C] NifU homolog involved in Fe-S cluster
MJJCLBGC_02541	COG1104	[E] Cysteine sulfinate desulfinase/cysteine desulfurase and related
MJJCLBGC_02542	COG1959	[K] Predicted transcriptional regulator   
MJJCLBGC_02543	COG0565	[J] rRNA methylase    
MJJCLBGC_02544	COG0483	[G] Archaeal fructose-1,6-bisphosphatase and related enzymes of
MJJCLBGC_02545	COG1073	[R] Hydrolases of the alpha/beta superfamily 
MJJCLBGC_02546	COG3711	[K] Transcriptional antiterminator    
MJJCLBGC_02548	COG0583	[K] Transcriptional regulator    
MJJCLBGC_02549	COG4638	[PR] Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases,
MJJCLBGC_02550	COG5517	[Q] Small subunit of phenylpropionate dioxygenase 
MJJCLBGC_02551	COG2146	[PR] Ferredoxin subunits of nitrite reductase and
MJJCLBGC_02552	COG1028	[IQR] Dehydrogenases with different specificities (related to
MJJCLBGC_02553	COG0446	[R] Uncharacterized NAD(FAD)-dependent dehydrogenases   
MJJCLBGC_02554	COG2259	[S] Predicted membrane protein   
MJJCLBGC_02555	COG2017	[G] Galactose mutarotase and related enzymes 
MJJCLBGC_02556	COG1063	[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases
MJJCLBGC_02557	COG1172	[G] Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components
MJJCLBGC_02558	COG1129	[G] ABC-type sugar transport system, ATPase component
MJJCLBGC_02559	COG1879	[G] ABC-type sugar transport system, periplasmic component
MJJCLBGC_02560	COG0457	[R] FOG: TPR repeat   
MJJCLBGC_02561	COG1940	[KG] Transcriptional regulator/sugar kinase   
MJJCLBGC_02562	COG0112	[E] Glycine/serine hydroxymethyltransferase    
MJJCLBGC_02563	COG1017	[C] Hemoglobin-like flavoprotein    
MJJCLBGC_02564	COG0347	[E] Nitrogen regulatory protein PII  
MJJCLBGC_02565	COG2204	[T] Response regulator containing CheY-like receiver, AAA-type
MJJCLBGC_02566	ROG4736	
MJJCLBGC_02567	COG0642	[T] Signal transduction histidine kinase  
MJJCLBGC_02568	COG0046	[F] Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain 
MJJCLBGC_02569	COG4623	[M] Predicted soluble lytic transglycosylase fused to
MJJCLBGC_02570	COG0590	[FJ] Cytosine/adenosine deaminases    
MJJCLBGC_02572	COG1737	[K] Transcriptional regulators    
MJJCLBGC_02573	COG1145	[C] Ferredoxin     
MJJCLBGC_02574	COG0736	[I] Phosphopantetheinyl transferase (holo-ACP synthase)  
MJJCLBGC_02575	COG0854	[H] Pyridoxal phosphate biosynthesis protein  
MJJCLBGC_02576	COG1381	[L] Recombinational DNA repair protein (RecF pathway)
MJJCLBGC_02577	COG1159	[R] GTPase     
MJJCLBGC_02578	COG0571	[K] dsRNA-specific ribonuclease    
MJJCLBGC_02579	COG0681	[U] Signal peptidase I   
MJJCLBGC_02580	COG0481	[M] Membrane GTPase LepA   
MJJCLBGC_02581	COG3086	[T] Positive regulator of sigma E activity
MJJCLBGC_02582	COG3026	[T] Negative regulator of sigma E activity
MJJCLBGC_02583	COG3073	[T] Negative regulator of sigma E activity
MJJCLBGC_02584	COG1595	[K] DNA-directed RNA polymerase specialized sigma subunit,
MJJCLBGC_02585	COG0029	[H] Aspartate oxidase    
MJJCLBGC_02586	COG4123	[R] Predicted O-methyltransferase    
MJJCLBGC_02587	COG0513	[LKJ] Superfamily II DNA and RNA helicases
MJJCLBGC_02588	COG0583	[K] Transcriptional regulator    
MJJCLBGC_02589	COG1280	[E] Putative threonine efflux protein  
MJJCLBGC_02590	COG3445	[R] Acid-induced glycyl radical enzyme  
MJJCLBGC_02591	COG0692	[L] Uracil DNA glycosylase   
MJJCLBGC_02592	COG0566	[J] rRNA methylases    
MJJCLBGC_02593	COG0526	[OC] Thiol-disulfide isomerase and thioredoxins  
MJJCLBGC_02594	COG3148	[S] Uncharacterized conserved protein   
MJJCLBGC_02595	COG1042	[C] Acyl-CoA synthetase (NDP forming)  
MJJCLBGC_02597	COG5544	[R] Predicted periplasmic lipoprotein   
MJJCLBGC_02598	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_02603	COG0542	[O] ATPases with chaperone activity, ATP-binding subunit
MJJCLBGC_02604	COG1496	[S] Uncharacterized conserved protein   
MJJCLBGC_02605	COG0564	[J] Pseudouridylate synthases, 23S RNA-specific  
MJJCLBGC_02606	COG4105	[R] DNA uptake lipoprotein   
MJJCLBGC_02607	COG1544	[J] Ribosome-associated protein Y (PSrp-1)  
MJJCLBGC_02608	COG0077	[E] Prephenate dehydratase    
MJJCLBGC_02609	COG1605	[E] Chorismate mutase    
MJJCLBGC_02610	COG0722	[E] 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase  
MJJCLBGC_02611	ROG2807	
MJJCLBGC_02612	ROG7826	
MJJCLBGC_02613	COG2199	[T] FOG: GGDEF domain   
MJJCLBGC_02614	COG2885	[M] Outer membrane protein and related peptidoglycan-associated
MJJCLBGC_02615	COG0335	[J] Ribosomal protein L19   
MJJCLBGC_02616	COG0336	[J] tRNA-(guanine-N1)-methyltransferase     
MJJCLBGC_02617	COG0806	[J] RimM protein, required for 16S rRNA
MJJCLBGC_02618	COG0228	[J] Ribosomal protein S16   
MJJCLBGC_02619	COG0541	[U] Signal recognition particle GTPase  
MJJCLBGC_02620	COG4137	[R] ABC-type uncharacterized transport system, permease component
MJJCLBGC_02621	COG4536	[P] Putative Mg2+ and Co2+ transporter CorB
MJJCLBGC_02622	COG0576	[O] Molecular chaperone GrpE (heat shock protein)
MJJCLBGC_02623	COG0061	[G] Predicted sugar kinase   
MJJCLBGC_02624	COG0497	[L] ATPase involved in DNA repair 
MJJCLBGC_02625	COG2913	[J] Small protein A (tmRNA-binding)  
MJJCLBGC_02626	COG2914	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02627	COG2867	[I] Oligoketide cyclase/lipid transport protein  
MJJCLBGC_02628	COG0691	[O] tmRNA-binding protein    
MJJCLBGC_02631	COG0582	[L] Integrase     
MJJCLBGC_02632	ROG1643	
MJJCLBGC_02633	COG3311	[K] Predicted transcriptional regulator   
MJJCLBGC_02634	ROG1110	
MJJCLBGC_02635	ROG3235	
MJJCLBGC_02636	COG1204	[R] Superfamily II helicase   
MJJCLBGC_02637	ROG4354	
MJJCLBGC_02640	COG3596	[R] Predicted GTPase    
MJJCLBGC_02641	ROG1397	
MJJCLBGC_02642	COG2378	[K] Predicted transcriptional regulator   
MJJCLBGC_02644	COG4105	[R] DNA uptake lipoprotein   
MJJCLBGC_02646	COG1393	[P] Arsenate reductase and related proteins, glutaredoxin
MJJCLBGC_02647	COG1055	[P] Na+/H+ antiporter NhaD and related arsenite
MJJCLBGC_02648	COG1055	[P] Na+/H+ antiporter NhaD and related arsenite
MJJCLBGC_02649	COG1967	[S] Predicted membrane protein   
MJJCLBGC_02650	ROG6574	
MJJCLBGC_02651	COG2003	[L] DNA repair proteins   
MJJCLBGC_02655	COG3468	[MU] Type V secretory pathway, adhesin AidA
MJJCLBGC_02662	ROG3396	
MJJCLBGC_02663	COG0579	[R] Predicted dehydrogenase    
MJJCLBGC_02664	COG1012	[C] NAD-dependent aldehyde dehydrogenases   
MJJCLBGC_02665	COG0160	[E] 4-aminobutyrate aminotransferase and related aminotransferases 
MJJCLBGC_02666	COG1113	[E] Gamma-aminobutyrate permease and related permeases 
MJJCLBGC_02667	COG1802	[K] Transcriptional regulators    
MJJCLBGC_02668	COG1652	[S] Uncharacterized protein containing LysM domain 
MJJCLBGC_02669	COG0401	[S] Uncharacterized homolog of Blt101  
MJJCLBGC_02670	COG0640	[K] Predicted transcriptional regulators   
MJJCLBGC_02671	COG0607	[P] Rhodanese-related sulfurtransferase    
MJJCLBGC_02672	COG2916	[R] DNA-binding protein H-NS   
MJJCLBGC_02673	ROG1113	
MJJCLBGC_02675	COG4575	[S] Uncharacterized conserved protein   
MJJCLBGC_02676	COG0695	[O] Glutaredoxin and related proteins  
MJJCLBGC_02677	COG1780	[F] Protein involved in ribonucleotide reduction 
MJJCLBGC_02678	COG0209	[F] Ribonucleotide reductase, alpha subunit  
MJJCLBGC_02679	COG0208	[F] Ribonucleotide reductase, beta subunit  
MJJCLBGC_02680	COG4175	[E] ABC-type proline/glycine betaine transport system, ATPase
MJJCLBGC_02681	COG4176	[E] ABC-type proline/glycine betaine transport system, permease
MJJCLBGC_02682	COG2113	[E] ABC-type proline/glycine betaine transport systems, periplasmic
MJJCLBGC_02683	ROG6218	
MJJCLBGC_02684	COG2814	[G] Arabinose efflux permease   
MJJCLBGC_02685	COG1296	[E] Predicted branched-chain amino acid permease (azaleucine
MJJCLBGC_02687	COG1846	[K] Transcriptional regulators    
MJJCLBGC_02688	COG1566	[V] Multidrug resistance efflux pump  
MJJCLBGC_02689	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_02690	COG1854	[T] LuxS protein involved in autoinducer AI2
MJJCLBGC_02691	COG2918	[H] Gamma-glutamylcysteine synthetase    
MJJCLBGC_02692	COG1238	[S] Predicted membrane protein   
MJJCLBGC_02693	COG0637	[R] Predicted phosphatase/phosphohexomutase    
MJJCLBGC_02700	COG1551	[T] Carbon storage regulator (could also regulate
MJJCLBGC_02701	COG0013	[J] Alanyl-tRNA synthetase    
MJJCLBGC_02702	COG2137	[R] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02703	COG0468	[L] RecA/RadA recombinase    
MJJCLBGC_02704	COG1546	[R] Uncharacterized protein (competence- and mitomycin-induced) 
MJJCLBGC_02705	COG2951	[M] Membrane-bound lytic murein transglycosylase B 
MJJCLBGC_02706	COG3730	[G] Phosphotransferase system sorbitol-specific component IIC 
MJJCLBGC_02707	COG3732	[G] Phosphotransferase system sorbitol-specific component IIBC 
MJJCLBGC_02708	COG3731	[G] Phosphotransferase system sorbitol-specific component IIA 
MJJCLBGC_02709	COG1028	[IQR] Dehydrogenases with different specificities (related to
MJJCLBGC_02710	COG4578	[K] Glucitol operon activator   
MJJCLBGC_02711	COG1349	[KG] Transcriptional regulators of sugar metabolism 
MJJCLBGC_02712	COG0794	[M] Predicted sugar phosphate isomerase involved in
MJJCLBGC_02713	COG3604	[KT] Transcriptional regulator containing GAF, AAA-type ATPase,
MJJCLBGC_02714	COG0426	[C] Uncharacterized flavoproteins    
MJJCLBGC_02715	COG0446	[R] Uncharacterized NAD(FAD)-dependent dehydrogenases   
MJJCLBGC_02716	COG0068	[O] Hydrogenase maturation factor   
MJJCLBGC_02717	COG1142	[C] Fe-S-cluster-containing hydrogenase components 2  
MJJCLBGC_02718	COG1609	[K] Transcriptional regulators    
MJJCLBGC_02719	COG1264	[G] Phosphotransferase system IIB components  
MJJCLBGC_02720	COG2723	[G] Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase     
MJJCLBGC_02721	COG0680	[C] Ni,Fe-hydrogenase maturation factor   
MJJCLBGC_02722	ROG4904	
MJJCLBGC_02723	COG3260	[C] Ni,Fe-hydrogenase III small subunit  
MJJCLBGC_02724	COG1143	[C] Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23
MJJCLBGC_02725	COG3261	[C] Ni,Fe-hydrogenase III large subunit  
MJJCLBGC_02726	COG0650	[C] Formate hydrogenlyase subunit 4  
MJJCLBGC_02727	COG0651	[CP] Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter,
MJJCLBGC_02728	COG1142	[C] Fe-S-cluster-containing hydrogenase components 2  
MJJCLBGC_02730	COG0375	[R] Zn finger protein HypA/HybF (possibly regulating
MJJCLBGC_02731	COG0378	[OK] Ni2+-binding GTPase involved in regulation of
MJJCLBGC_02732	COG0298	[O] Hydrogenase maturation factor   
MJJCLBGC_02733	COG0409	[O] Hydrogenase maturation factor   
MJJCLBGC_02734	COG0309	[O] Hydrogenase maturation factor   
MJJCLBGC_02735	COG3604	[KT] Transcriptional regulator containing GAF, AAA-type ATPase,
MJJCLBGC_02736	ROG0422	
MJJCLBGC_02737	COG1219	[O] ATP-dependent protease Clp, ATPase subunit 
MJJCLBGC_02738	COG0249	[L] Mismatch repair ATPase (MutS family) 
MJJCLBGC_02740	COG1349	[KG] Transcriptional regulators of sugar metabolism 
MJJCLBGC_02741	COG2084	[I] 3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases
MJJCLBGC_02742	COG3395	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02743	COG0235	[G] Ribulose-5-phosphate 4-epimerase and related epimerases and
MJJCLBGC_02744	COG3622	[G] Hydroxypyruvate isomerase    
MJJCLBGC_02745	COG2610	[GE] H+/gluconate symporter and related permeases 
MJJCLBGC_02746	COG0568	[K] DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
MJJCLBGC_02747	COG0739	[M] Membrane proteins related to metalloendopeptidases 
MJJCLBGC_02748	COG2518	[O] Protein-L-isoaspartate carboxylmethyltransferase    
MJJCLBGC_02749	COG0496	[R] Predicted acid phosphatase   
MJJCLBGC_02750	COG0585	[S] Uncharacterized conserved protein   
MJJCLBGC_02751	COG0245	[I] 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase   
MJJCLBGC_02752	COG1211	[I] 4-diphosphocytidyl-2-methyl-D-erithritol synthase    
MJJCLBGC_02753	COG2919	[D] Septum formation initiator   
MJJCLBGC_02755	COG0529	[P] Adenylylsulfate kinase and related kinases 
MJJCLBGC_02756	COG2895	[P] GTPases - Sulfate adenylate transferase subunit
MJJCLBGC_02757	COG0175	[EH] 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase
MJJCLBGC_02758	COG2234	[R] Predicted aminopeptidases    
MJJCLBGC_02759	ROG0186	
MJJCLBGC_02760	COG1518	[L] Uncharacterized protein predicted to be involved
MJJCLBGC_02761	ROG0140	
MJJCLBGC_02762	ROG0047	
MJJCLBGC_02763	ROG0031	
MJJCLBGC_02764	ROG1578	
MJJCLBGC_02765	ROG2522	
MJJCLBGC_02766	COG1203	[R] Predicted helicases    
MJJCLBGC_02767	COG0175	[EH] 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase
MJJCLBGC_02768	COG0155	[P] Sulfite reductase, beta subunit (hemoprotein) 
MJJCLBGC_02769	COG0369	[P] Sulfite reductase, alpha subunit (flavoprotein) 
MJJCLBGC_02770	COG0720	[H] 6-pyruvoyl-tetrahydropterin synthase    
MJJCLBGC_02771	COG0644	[C] Dehydrogenases (flavoproteins)    
MJJCLBGC_02772	COG2440	[C] Ferredoxin-like protein    
MJJCLBGC_02773	COG1954	[K] Glycerol-3-phosphate responsive antiterminator (mRNA-binding)  
MJJCLBGC_02774	COG2025	[C] Electron transfer flavoprotein, alpha subunit 
MJJCLBGC_02775	COG2086	[C] Electron transfer flavoprotein, beta subunit 
MJJCLBGC_02776	ROG2472	
MJJCLBGC_02777	COG0277	[C] FAD/FMN-containing dehydrogenases    
MJJCLBGC_02778	COG1028	[IQR] Dehydrogenases with different specificities (related to
MJJCLBGC_02780	COG1070	[G] Sugar (pentulose and hexulose) kinases 
MJJCLBGC_02781	COG0602	[O] Organic radical activating enzymes  
MJJCLBGC_02783	COG1512	[R] Beta-propeller domains of methanol dehydrogenase type
MJJCLBGC_02784	COG0148	[G] Enolase     
MJJCLBGC_02785	COG0504	[F] CTP synthase (UTP-ammonia lyase)  
MJJCLBGC_02786	COG1694	[R] Predicted pyrophosphatase    
MJJCLBGC_02787	COG2337	[T] Growth inhibitor    
MJJCLBGC_02788	COG2336	[T] Growth regulator    
MJJCLBGC_02789	COG0317	[TK] Guanosine polyphosphate pyrophosphohydrolases/synthetases   
MJJCLBGC_02790	COG2265	[J] SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase
MJJCLBGC_02791	COG0642	[T] Signal transduction histidine kinase  
MJJCLBGC_02792	COG4948	[MR] L-alanine-DL-glutamate epimerase and related enzymes of
MJJCLBGC_02793	COG4948	[MR] L-alanine-DL-glutamate epimerase and related enzymes of
MJJCLBGC_02794	COG2271	[G] Sugar phosphate permease   
MJJCLBGC_02795	COG0716	[C] Flavodoxins     
MJJCLBGC_02796	COG0564	[J] Pseudouridylate synthases, 23S RNA-specific  
MJJCLBGC_02797	COG3098	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02798	ROG1988	
MJJCLBGC_02799	COG2904	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_02800	COG1611	[R] Predicted Rossmann fold nucleotide-binding protein 
MJJCLBGC_02801	COG0814	[E] Amino acid permeases   
MJJCLBGC_02802	COG1760	[E] L-serine deaminase    
MJJCLBGC_02803	COG0258	[L] 5'-3' exonuclease (including N-terminal domain of
MJJCLBGC_02804	COG1454	[C] Alcohol dehydrogenase, class IV  
MJJCLBGC_02805	COG0235	[G] Ribulose-5-phosphate 4-epimerase and related epimerases and
MJJCLBGC_02806	COG0738	[G] Fucose permease    
MJJCLBGC_02807	COG2407	[G] L-fucose isomerase and related proteins 
MJJCLBGC_02808	COG1070	[G] Sugar (pentulose and hexulose) kinases 
MJJCLBGC_02809	COG4154	[G] Fucose dissimilation pathway protein FucU 
MJJCLBGC_02810	COG1349	[KG] Transcriptional regulators of sugar metabolism 
MJJCLBGC_02811	COG2933	[R] Predicted SAM-dependent methyltransferase   
MJJCLBGC_02812	COG2363	[S] Uncharacterized small membrane protein  
MJJCLBGC_02813	COG0583	[K] Transcriptional regulator    
MJJCLBGC_02814	ROG7894	
MJJCLBGC_02815	COG0520	[E] Selenocysteine lyase    
MJJCLBGC_02816	COG2166	[R] SufE protein probably involved in Fe-S
MJJCLBGC_02817	COG1179	[H] Dinucleotide-utilizing enzymes involved in molybdopterin and
MJJCLBGC_02818	COG2821	[M] Membrane-bound lytic murein transglycosylase  
MJJCLBGC_02822	COG0860	[M] N-acetylmuramoyl-L-alanine amidase    
MJJCLBGC_02823	COG0548	[E] Acetylglutamate kinase    
MJJCLBGC_02824	COG0507	[L] ATP-dependent exoDNAse (exonuclease V), alpha subunit
MJJCLBGC_02825	COG1074	[L] ATP-dependent exoDNAse (exonuclease V) beta subunit
MJJCLBGC_02826	COG1025	[O] Secreted/periplasmic Zn-dependent peptidases, insulinase-like  
MJJCLBGC_02827	COG1330	[L] Exonuclease V gamma subunit  
MJJCLBGC_02828	COG4967	[NU] Tfp pilus assembly protein PilV 
MJJCLBGC_02830	COG4795	[U] Type II secretory pathway, component PulJ
MJJCLBGC_02831	COG2165	[NU] Type II secretory pathway, pseudopilin PulG
MJJCLBGC_02832	COG0207	[F] Thymidylate synthase    
MJJCLBGC_02833	COG0682	[M] Prolipoprotein diacylglyceryltransferase    
MJJCLBGC_02834	COG3605	[T] Signal transduction protein containing GAF and
MJJCLBGC_02835	COG0494	[LR] NTP pyrophosphohydrolases including oxidative damage repair
MJJCLBGC_02837	COG3066	[L] DNA mismatch repair protein  
MJJCLBGC_02838	COG0861	[P] Membrane protein TerC, possibly involved in
MJJCLBGC_02839	ROG7894	
MJJCLBGC_02840	COG0667	[C] Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
MJJCLBGC_02842	COG0318	[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II 
MJJCLBGC_02843	COG1609	[K] Transcriptional regulators    
MJJCLBGC_02844	COG0019	[E] Diaminopimelate decarboxylase    
MJJCLBGC_02845	COG0583	[K] Transcriptional regulator    
MJJCLBGC_02846	COG1794	[M] Aspartate racemase    
MJJCLBGC_02847	COG2814	[G] Arabinose efflux permease   
MJJCLBGC_02848	COG1028	[IQR] Dehydrogenases with different specificities (related to
MJJCLBGC_02849	COG3717	[G] 5-keto 4-deoxyuronate isomerase   
